studylib_net.dm,28395,160,http://s2.studylib.net/store/data/012091584.txt?key=84ee2f27d76a6d299eaf102f1ae400bf&r=1&fn=12091584.txt
studylib_net.dm,28390,160,http://s1.studylib.net/store/data/009650425.txt?key=67fc3e0ef5ffb19b56a89031db3bb22f&r=1&fn=9650425.txt
studylib_net.dm,28376,160,http://s1.studylib.net/store/data/008645594.txt?key=51a8802c1930d1e535f7e5d6c79a0a9d&r=1&fn=8645594.txt
studylib_net.dm,28385,160,http://s2.studylib.net/store/data/010206228.txt?key=a86383ee79d91f2da8aa277cab2fbe9d&r=1&fn=10206228.txt
studylib_net.dm,28382,160,http://s2.studylib.net/store/data/005579838.txt?key=62620d57fcb91a7c4d4b09d5dbd90f86&r=1&fn=5579838.txt
studylib_net.dm,28383,160,http://s1.studylib.net/store/data/008147995.txt?key=c0ae46e9830795b140c0b30795c26879&r=1&fn=8147995.txt
studylib_net.dm,28391,160,http://s1.studylib.net/store/data/008348398.txt?key=a7d753c689279208ea6059c88b5d612f&r=1&fn=8348398.txt
studylib_net.dm,28386,160,http://s1.studylib.net/store/data/008360233.txt?key=541e04ee4cbb081aa6e74f0a9fd8f70f&r=1&fn=8360233.txt
studylib_net.dm,28380,160,http://s1.studylib.net/store/data/008376546.txt?key=968a20e3d2b7404e5f6de612fc05cc83&r=1&fn=8376546.txt
studylib_net.dm,28392,160,http://s1.studylib.net/store/data/008656368.txt?key=c49b0ca667267007cce6c035e4b4a481&r=1&fn=8656368.txt
studylib_net.dm,28384,160,http://s1.studylib.net/store/data/008754015.txt?key=3f35eef2e954dcbda1a8faebe50c608c&r=1&fn=8754015.txt
studylib_net.dm,28394,160,http://s1.studylib.net/store/data/008876831.txt?key=d58424448e8de7d969ea383335a7a11f&r=1&fn=8876831.txt
studylib_net.dm,28388,160,http://s1.studylib.net/store/data/009046451.txt?key=110f9ecc9d989c027800f806b8fad8d1&r=1&fn=9046451.txt
studylib_net.dm,28377,160,http://s1.studylib.net/store/data/009169746.txt?key=b817b5bc7df8281b9c2d01450bb5a24e&r=1&fn=9169746.txt
