flashcards.dm,31142943,139,http://s1.flashcards.docsio.net/store/data/000057677.txt?key=8701c308d82020ae29a360ccce2a7c6b&r=1&fn=57677.txt
flashcards.dm,31142944,139,http://s1.flashcards.docsio.net/store/data/000057381.txt?key=8efdf2293340af70afc18a1c3aa6ddab&r=1&fn=57381.txt
flashcards.dm,31142945,139,http://s1.flashcards.docsio.net/store/data/000057319.txt?key=2e02c1ec7551693084809aaa776eb2a3&r=1&fn=57319.txt
flashcards.dm,31142946,139,http://s1.flashcards.docsio.net/store/data/000057371.txt?key=3b53fc67f2a8a00b52a8003af014b6c8&r=1&fn=57371.txt
flashcards.dm,31142947,139,http://s1.flashcards.docsio.net/store/data/000057353.txt?key=3fa90b9af36e5bf4bd4a4f778a3d92b2&r=1&fn=57353.txt
flashcards.dm,31142948,139,http://s1.flashcards.docsio.net/store/data/000057567.txt?key=f4287aeed4f0c47a6db2158e205b8136&r=1&fn=57567.txt
flashcards.dm,31142949,139,http://s1.flashcards.docsio.net/store/data/000057717.txt?key=872c6b38d7e902622f6dba6703ae0db5&r=1&fn=57717.txt
flashcards.dm,31142950,139,http://s1.flashcards.docsio.net/store/data/000057191.txt?key=bb0ed26d11a48d2d3c004ec8f0843f91&r=1&fn=57191.txt
flashcards.dm,31142951,139,http://s1.flashcards.docsio.net/store/data/000057734.txt?key=012a3f0c77396d0c119b8397a7543b4f&r=1&fn=57734.txt
flashcards.dm,31142952,139,http://s1.flashcards.docsio.net/store/data/000057251.txt?key=422c94b33a2f0501a383a847c55d41b6&r=1&fn=57251.txt
flashcards.dm,31142953,139,http://s1.flashcards.docsio.net/store/data/000057881.txt?key=4e920d1a4f414faa0de553449b765a43&r=1&fn=57881.txt
flashcards.dm,31142954,139,http://s1.flashcards.docsio.net/store/data/000057740.txt?key=1b585262756f32bc29912cdd028788a1&r=1&fn=57740.txt
flashcards.dm,31142955,139,http://s1.flashcards.docsio.net/store/data/000057656.txt?key=84c2ac27c1c4d58e99d551f38aa49810&r=1&fn=57656.txt
